relative_path,status,source_page,url,alt,sha256,bytes,source_type,license_status,target_class,notes
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_001_KZhyyjWiPhp9V0ksxtVA.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150667074918,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=KZhyyjWiPhp9V0ksxtVA&portalId=P1,"에어컨 LCD, LED표시창의 필터교체 안내 문구가 나오는 그림",bcb47f160ff8ab59f76f309e210c0a4883b351faa2c475aead7f8966f7fb1d38,112005,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_002_23sAAuiLo9ya2RtJlXcNQ.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150667074918,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=23sAAuiLo9ya2RtJlXcNQ&portalId=P1,칸/위너/쿨 왼쪽으로 당겨 꺼내는 모습,d00319ced4507158b700c17bc1cc1d4feb3d75b793ce5abbc6c64182c1df25e8,52230,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_003_6SKvRBmRfmtrMqT4abpYug.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150667074918,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=6SKvRBmRfmtrMqT4abpYug&portalId=P1,망사형태 필터를 왼쪽으로 당겨서 꺼낸 후 망사형태 필터와 종이 또는 숯 함유 형태 필터를 청소 후 다시 제자리로 조립하는 모습,13cce9964af46a3040874768ce6b73c663ad3d7a89f7da64ea3f994a49e2c5a2,118150,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_004_PE3h2WjG3NxwRSKrlUOCoQ.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150667074918,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=PE3h2WjG3NxwRSKrlUOCoQ&portalId=P1,"뷰/타워Ⅱ 에어컨의 후면 필터커버를  좌우방향으로 제거한 후, 망사 형태 필터는 물세척이 가능하고, 종이 형태 필터는 물 세척 금지라는 그림",65877c30daa74d2cb14514bf0f2ea3b092e6d15b0c982fd33a3373c0d2c7cc77,116734,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_005_48nG72yZuDAu1BWYv0c8g.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150667074918,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=48nG72yZuDAu1BWYv0c8g&portalId=P1,양쪽의 필터 손잡이를 당겨 필터를 분리하는 모습,119bee198bc03ff02bb9fddcd7b853c9b8743a347265c5c604d9ff3adbff5517,98154,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_006_Gy4sT887ImEvhb6tAx52g.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150667074918,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=Gy4sT887ImEvhb6tAx52g&portalId=P1,"상하, 양쪽의 필터 손잡이를 당겨 필터를 분리하는 모습 / 망사 형태 필터 : 물 세척 가능 / 종이 또는 숯 함유 형태 필터 : 물 세척 금지",d25abf96bc9fb9458965c307bbe136594dd7a6c5957fe8f2ee9e536c909cd4e6,99839,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
,duplicate_existing_sha,https://www.lge.co.kr/support/video-tutorials-20150667074918,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=V6GsIHCYtG00JPlp1u6Uew&portalId=P1,상부와 하부의 초미세 미니 필터 또는 스모그 탈취 필터와 중단의 초미세 플러스 필터 또는 초미세 먼지 필터의 후크를 열어 제거한 이후 극세 필터만 남아있는 모습,254bc09bab359bf2418e646a76958d946ae9f4e81c9fb7a4035db433a37030ca,140041,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_008_KiPfNdpM5P5UYrG0sYIn2g.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150642775489,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=KiPfNdpM5P5UYrG0sYIn2g&portalId=P1,차단기에서 [에어컨 또는 실외기] 차단기를 올려주세요.,aaf639f5cc254b56d34faf45c350c6db4608ffe4910ea617cd5f05b19fb32d15,48842,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_009_TX87alRytqnELXIRecBQ.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150642775489,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=TX87alRytqnELXIRecBQ&portalId=P1,멀티콘센트를 사용하지 마시고 벽면 단독 콘센트에 연결하여 사용,882d3c2f0607111eef83a7e5f06bde4b5f27c2adb06240a74961edd2d2cfa190,99463,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled_round2/round2_010_LRMOasaCavcR1dwNIYVRw.jpg,downloaded,https://www.lge.co.kr/support/video-tutorials-20150642775489,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=LRMOasaCavcR1dwNIYVRw&portalId=P1,누전차단기가 있는 멀티탭 그림,60107577da09f8126609560c1c875b00a25130d493c4464f76bfe9cca7b0910c,84368,lg_official_support_public_page_round2,official_public_support_candidate_not_explicit_training_license,filter,LG official support image round2 candidate; verify visual relevance before Roboflow labeling
