candidate_relative_path,candidate_index,source_page,url,alt,sha256,bytes,source_type,license_status,appliance_form,target_class,label_status,visual_review_status,notes
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_001.jpg,1,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/HMs1hONw1nCsV1wR.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006, Guía 1: Desmontaje de tapa, filtros y Carcasa.: paso 1, imagen 1 de 3",7bb26b089b7dc072aa61dd6e2ce0cb111726ff1d23104aeef2533cff30c336a1,40949,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_002.jpg,2,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/HMs1hONw1nCsV1wR.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006, Guía 1: Desmontaje de tapa, filtros y Carcasa.: paso 1, imagen 1 de 3",f5d747ca64248ac628c90b554306cbe9eef038e359f4eedd70c9ff7915f995c4,69450,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_003.jpg,3,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/LBG2ThdwP4mQ2ZBU.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006, Guía 1: Desmontaje de tapa, filtros y Carcasa.: paso 1, imagen 2 de 3",c36a6cf8397a75f428b5d959251387108337c617380b7016023040b334e50f16,38499,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_004.jpg,4,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/LBG2ThdwP4mQ2ZBU.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006, Guía 1: Desmontaje de tapa, filtros y Carcasa.: paso 1, imagen 2 de 3",0595841523c3286b147c5837c2889bad6293682fb7e081e432359d6ce67961f0,62178,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_005.jpg,5,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/TFEoXhNBqLJ22YLc.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006, Guía 1: Desmontaje de tapa, filtros y Carcasa.: paso 1, imagen 3 de 3",ecb34c0056df9f57abd9bc4bdc6e7c34f26766b5d1bb2a268c381bc3d0c2142c,40400,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_006.jpg,6,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/TFEoXhNBqLJ22YLc.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006, Guía 1: Desmontaje de tapa, filtros y Carcasa.: paso 1, imagen 3 de 3",18d65b10d418a957c86e724648f9ae8ae56ac0205cacdc1fed8c0f1bf6fa54cb,65263,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_007.jpg,7,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/HMs1hONw1nCsV1wR.200x150,,31d3574c948a40c88b8f03e43c9dbfcc6e95bfcb4485da545bcf6e9536799f63,6739,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_008.jpg,8,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/LBG2ThdwP4mQ2ZBU.200x150,,ad798fb58abf91650a14d91975236221a3361cd6593e08308c3aca0f9ad43498,7045,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_009.jpg,9,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/TFEoXhNBqLJ22YLc.200x150,,544b3cd886bbc4b0be0ed887849c1d8a28d3706b9205395d4d47115b5661bfaf,7095,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_010.jpg,10,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/qmqpQBcHJlAZ6A2J.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 2, imagen 1 de 2",c35b4fe0d7e18822a07398f879da2885e338954425fd7dc89fca9e659841789e,46783,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,needs_human_filter_bbox_labeling,candidate_wall_mounted_photo_review_needed,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible.
